,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,解析,,,,,,,,,,,
1109,B-C-B-002,C（判断题）,,在填写测试报告时，如果飞行过程中出现异常，报告单中不需要详细记录，简要说明即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1110,B-C-B-002,C（判断题）,,在填写飞行控制与导航系统测试报告单时，需要提供无人机的飞行数据记录。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1111,B-C-B-003,B（单选题）,,在多旋翼无人机通信系统测试过程中，测试人员发现数据传输速率明显低于预期值此时，测试报告单中应重点记录（）内容。,测试人员的操作经验,通信模块的工作温度范围,不同距离下的数据传输速率对比,无人机飞行的高度与速度,,,C,3（中）,4（较好）,,,,,,,,,,,,
1112,B-C-B-003,B（单选题）,,测试多旋翼无人机通信系统时，以下不是必须的（）。,连接无人机和地面站,设置通信参数,发送数据包并接收确认,记录飞行轨迹,,,D,3（中）,5（好）,,,,,,,,,,,,
1113,B-C-B-003,B（单选题）,,在多旋翼无人机通信系统测试中，不是必要的测试内容（）。,遥控信号强度测试,数据传输速率测试,图像传输清晰度测试,电池续航能力测试,,,D,3（中）,5（好）,,,,,,,,,,,,
1114,B-C-B-003,B（单选题）,,在进行多旋翼无人机通信系统测试时，下列描述正确的是（）。,只需要测试遥控信号的传输距离,只需要测试数据传输的延迟时间,需要测试遥控信号、数据传输和图像传输的综合性能,只需要测试图像传输的稳定性,,,C,3（中）,5（好）,,,,,,,,,,,,
1115,B-C-B-003,C（判断题）,,在填写通信系统测试报告单时，需要记录无线信号的强度和稳定性。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1116,B-C-B-003,C（判断题）,,在测试多旋翼无人机通信系统时，是只需要关注遥控信号的传输。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1117,B-C-B-004,B（单选题）,,多旋翼无人机起飞着陆系统测试中，通过（）来检查电池状态。,观察电池电量显示,听取电池声音反馈,触摸电池温度,手动关闭电源,,,A,3（中）,5（好）,,,,,,,,,,,,
1118,B-C-B-004,B（单选题）,,在多旋翼无人机起飞着陆系统测试中，以下操作应该立即停止测试并寻求专业帮助的是（）。,飞行器出现任何异常情况,遥控器出现故障,飞行员身体不适,其他设备出现故障,,,A,3（中）,5（好）,,,,,,,,,,,,
1119,B-C-B-004,B（单选题）,,多旋翼无人机起飞着陆系统测试报告中，不是必须填写的项目是（）。,起飞性能测试,着陆性能测试,飞行器外观检查,遥控器功能测试,,,D,3（中）,5（好）,,,,,,,,,,,,
1120,B-C-B-004,B（单选题）,,在多旋翼无人机起飞着陆系统测试中，下列不正确的测试步骤（）。,在开阔且无障碍物的安全区域进行起飞测试,确认所有传感器和飞行控制器的固件已更新到最新版本,直接从最大油门启动无人机以快速升空，检查起飞能力,测试前后检查电池电量是否充足，并确保电池连接牢固,,,C,3（中）,5（好）,,,,,,,,,,,,
1121,B-C-B-004,C（判断题）,,在填写起飞着陆系统测试报告单时，一般情况下，可能不需要提供无人机的起飞和降落视频或照片。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1122,B-C-B-004,C（判断题）,,在测试起飞着陆系统时，只需要关注无人机的垂直起降能力。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1123,B-D-A-001,B（单选题）,,在多旋翼无人机电机故障检测中，（）。的故障可能会导致电机振动增大,电机轴承损坏,电机绕组短路,电机定子磁铁松动,电机电源不稳定,,,C,3（中）,5（好）,,,,,,,,,,,,
1124,B-D-A-001,B（单选题）,,多旋翼无人机电机故障排查的首要步骤是（）。,检查电机连接线,检查电机轴承,检查电机电调,更换电机,,,A,3（中）,5（好）,,,,,,,,,,,,
1125,B-D-A-001,B（单选题）,,多旋翼无人机电机故障检测方法是（）。,仅依靠视觉检查,结合声音信号检测,仅依靠数据监控,结合多传感器信息,,,B,3（中）,5（好）,,,,,,,,,,,,
1126,B-D-A-001,B（单选题）,,多旋翼无人机电机故障诊断技术（）。,基于深度学习的方法,基于专家系统的方法,基于数据驱动的方法,基于预测模型的方法,,,A,3（中）,5（好）,,,,,,,,,,,,
1127,B-D-A-001,C（判断题）,,多旋翼无人机电机故障检测可以通过声音检测进行。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1128,B-D-A-001,C（判断题）,,多旋翼无人机电机故障可以通过观察电机转速和振动来检测。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1129,B-D-A-002,B（单选题）,,在使用万用表测量电调的电压、电流和温度时，应选择（）。范围的档位,电压：0-5V；电流：0-1A；温度：0-50℃,电压：0-10V；电流：0-2A；温度：0-100℃,电压：0-50V；电流：0-10A；温度：0-200℃,电压：0-100V；电流：0-20A；温度：0-300℃,,,B,3（中）,5（好）,,,,,,,,,,,,
1130,B-D-A-002,B（单选题）,,多旋翼无人机在飞行过程中，如果发现某个电调发热异常，应该（）。,继续飞行，观察后续情况,立即降落，检查电调,切换到手动模式，尝试调整,增加飞行时间，以便更好地散热,,,B,3（中）,5（好）,,,,,,,,,,,,
1131,B-D-A-002,B（单选题）,,多旋翼无人机在使用过程中，如果发现电调无法正常工作，可能的原因是（）。,电池电量不足,电调损坏或故障,遥控器信号弱,电机损坏,,,B,3（中）,5（好）,,,,,,,,,,,,
1132,B-D-A-002,B（单选题）,,使用软件对多旋翼无人机电调进行故障检测时，需要安装（）。程序,飞控固件和地面站软件,航空电子设备模拟器,雷达系统和GNSS接收器驱动程序,数据库管理和日志分析工具,,,A,3（中）,5（好）,,,,,,,,,,,,
1133,B-D-A-002,C（判断题）,,多旋翼无人机电调故障可以通过测量其输出电压和电流来检测。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1134,B-D-A-002,C（判断题）,,在多旋翼无人机中，部分电调的故障可以通过观察电调的LED指示灯来初步判断。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1135,B-D-A-003,B（单选题）,,当多旋翼无人机接收机出现信号不稳定的情况时，可以采取（）。的措施进行处理,更换新的接收机,调整飞行高度,检查天线连接情况,调整飞机位置,,,C,3（中）,5（好）,,,,,,,,,,,,
1136,B-D-A-003,B（单选题）,,多旋翼无人机接收机故障检测的主要目的是（）。,提高飞行稳定性,延长飞行时间,保证飞行安全,改善图像传输质量,,,C,3（中）,5（好）,,,,,,,,,,,,
1137,B-D-A-003,B（单选题）,,如果多旋翼无人机在飞行中突然失去遥控信号，可能是接收机出现了故障在这种情况下，应该采取,立即手动切断电源,尝试重新连接遥控器,紧急情况下可以使用手机的遥控应用程序,等待遥控信号自然恢复,,,C,3（中）,5（好）,,,,,,,,,,,,
1138,B-D-A-003,B（单选题）,,在多旋翼无人机接收机故障检测中，（）。不是常用的检测手段,检查接收机的天线是否有损坏或断裂,检查接收机的电源电压是否正常,使用遥控器直接测试接收机的响应,打开接收机的外壳进行检查,,,D,3（中）,5（好）,,,,,,,,,,,,
1139,B-D-A-003,C（判断题）,,多旋翼无人机接收机故障检测可以通过监测接收机信号质量以及检查接收机硬件状态来进行。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1140,B-D-A-003,C（判断题）,,多旋翼无人机接收机故障可以通过检查其信号输入和输出来检测。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1141,B-D-A-004,B（单选题）,,在对多旋翼无人机分电板进行故障检测时，若怀疑某个电源模块存在异常，（）。检测方法最为有效,仅观察分电板的外观是否有明显损坏,使用万用表测量电源模块的输入输出电压,仅检查与该电源模块相连的线缆是否松动,替换整个分电板以排除故障可能性,,,B,3（中）,5（好）,,,,,,,,,,,,
1142,B-D-A-004,B（单选题）,,对于多旋翼无人机分电板的故障诊断，若某电机无法启动，最有效的初步诊断工具是（）。,示波器,电压表,热成像仪,数字万用表,,,B,3（中）,5（好）,,,,,,,,,,,,
1143,B-D-A-004,B（单选题）,,在进行多旋翼无人机配电板故障检测时，首先应该做（）。,直接通电测试,检查电池电压,断开电池连接,检查电路图,,,A,3（中）,5（好）,,,,,,,,,,,,
1144,B-D-A-004,B（单选题）,,多旋翼无人机在配电板故障检测中遇到的最大挑战是（）。,飞行安全,数据传输稳定性,电池续航能力,天气条件,,,C,3（中）,5（好）,,,,,,,,,,,,
1145,B-D-A-004,C（判断题）,,多旋翼无人机电源管理板故障检测时，应该首先检查电源是否正常工作。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1146,B-D-A-004,C（判断题）,,在多旋翼无人机电源分配板故障检测中，不需要检查飞控程序是否存在错误。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1147,B-D-A-005,B（单选题）,,对于电机故障的诊断，通常需要使用（）。工具,万用表,温度计,静电手环,超声波测距仪,,,A,3（中）,5（好）,,,,,,,,,,,,
1148,B-D-A-005,B（单选题）,,在电机故障诊断中，如何通过测量电机的电流值来判断电机是否存在故障（）。,电流过低表示电机绕组短路,电流过高可能是电机负载过重或电机绕组短路,电流过低通常表示电机工作正常,电流过高不会影响电机的工作状态,,,B,3（中）,5（好）,,,,,,,,,,,,
1149,B-D-A-005,B（单选题）,,多旋翼无人机电机故障排除方法中，（）。是不必要的,检查电调、电机以及各设备连接,检查电机轴及桨座轴是否弯曲,检查固定马达与力臂的螺丝是否过长,使用没有问题的电机替换疑似出问题的电调,,,D,3（中）,5（好）,,,,,,,,,,,,
1150,B-D-A-005,B（单选题）,,多旋翼无人机电机故障诊断中，（）。是不正确的,观察飞行姿态和性能,查电机和电调的连接线,更换掉坏的电机或电调,使用专业的故障诊断工具,,,A,3（中）,5（好）,,,,,,,,,,,,
1151,B-D-A-005,C（判断题）,,如果电机过热，应该立即停止飞行并进行降温处理。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1152,B-D-A-005,C（判断题）,,在多旋翼无人机中，电机故障通常表现为飞行器飞行不稳定、单侧下沉、无法保持平衡等症状。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1153,B-D-A-006,B（单选题）,,多旋翼无人机在飞行过程中突然失去控制，最可能的原因是（）。,电池电量不足,GNSS信号弱,电调故障,控制器故障,,,C,3（中）,5（好）,,,,,,,,,,,,
1154,B-D-A-006,B（单选题）,,多旋翼无人机在地面检查时，可以通过观察电调指示灯的颜色来初步判断其工作状态，正常工作的电调指示灯应为（）。,红色,黄色,绿色,白色,,,C,3（中）,5（好）,,,,,,,,,,,,
1155,B-D-A-006,B（单选题）,,在多旋翼无人机的电调故障诊断中，使用示波器查看PWM信号时，若信号波形不稳定，可能的原因是（）。,飞控输出信号异常,电调滤波电路故障,电调驱动部分故障,电池电压过低,,,A,3（中）,5（好）,,,,,,,,,,,,
1156,B-D-A-006,B（单选题）,,在诊断电调故障时，首先应检查（）。,无人机的颜色,电调的冷却系统,电调与飞控的连接,无人机的重量,,,C,3（中）,5（好）,,,,,,,,,,,,
1157,B-D-A-006,C（判断题）,,在多旋翼无人机中，电调是控制电机转速的关键部件，如果电调出现故障，会影响无人机的飞行性能。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1158,B-D-A-006,C（判断题）,,多旋翼无人机在飞行过程中，如果电调异常，可以通过重启无人机和遥控器来解决。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1159,B-D-A-007,B（单选题）,,在对多旋翼无人机接收机故障进行修复时，需要使用到的工具是（）。,钳子、螺丝刀、电烙铁,研磨纸、酒精棉球、放大镜,万用表、示波器、信号发生器,防静电手环、防尘布、绝缘胶带,,,D,3（中）,5（好）,,,,,,,,,,,,
1160,B-D-A-007,B（单选题）,,在诊断接收机故障时，首先应检查（）。,无人机的颜色,接收机的电源供应,无人机的重量,电机的转速,,,B,3（中）,5（好）,,,,,,,,,,,,
1161,B-D-A-007,B（单选题）,,不是多旋翼无人机接收机的故障类型有（）。,电源故障,信号干扰,通信故障,机架损坏,,,D,3（中）,5（好）,,,,,,,,,,,,
1162,B-D-A-007,B（单选题）,,不是多旋翼无人机接收机故障的解决方法有（）。,更换电池,移动天线避开屏蔽物,修理或更换受损的机械部件,在有强风的空地飞行,,,D,3（中）,5（好）,,,,,,,,,,,,
1163,B-D-A-007,C（判断题）,,多旋翼无人机接收机故障的常见表现包括飞行不稳定、无法正常悬停，以及控制信号丢失或延迟等。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1164,B-D-A-007,C（判断题）,,在对多旋翼无人机接收机故障进行修复时，需要注意静电防护，避免静电损坏电子元器件。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1165,B-D-A-008,B（单选题）,,旋翼无人机配电板的主要作用是（）。,控制飞行姿态,给无人机供电,记录飞行数据,实现遥控操作,,,B,3（中）,5（好）,,,,,,,,,,,,
1166,B-D-A-008,B（单选题）,,多旋翼无人机配电板故障的不是主要原因的有（）。,电源故障,连接问题,无人机外壳损坏,元件损坏,,,C,3（中）,5（好）,,,,,,,,,,,,
1167,B-D-A-008,B（单选题）,,多旋翼无人机配电板故障排除方法中，（）。方法是最基本的,观察法,通杀法,对比法,状态法,,,A,3（中）,5（好）,,,,,,,,,,,,
1168,B-D-A-008,B（单选题）,,在无人机分电板上，电机之间的电压差异较大时，可能会导致（）。,无法启动飞控系统,电池电量快速耗尽,飞行姿态不稳定,无法连接地面控制站,,,C,3（中）,5（好）,,,,,,,,,,,,
1169,B-D-A-008,C（判断题）,,多旋翼无人机分电板负责控制飞行姿态。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1170,B-D-A-008,C（判断题）,,在诊断多旋翼无人机分电板故障时，应该首先检查电池和充电器是否正常工作。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1171,B-D-A-009,B（单选题）,,更换电机后，飞行器失去平衡并无法起飞，可能的原因是（）。,电机安装方向错误,电池电量充足，但电池连接不稳定,电机没有安装好，导致飞行器重心偏离,电调没有正确匹配电机型号,,,C,3（中）,5（好）,,,,,,,,,,,,
1172,B-D-A-009,B（单选题）,,在更换多旋翼无人机电机时，需要注意的是（）。,快速拆装，节省时间,慢慢拆装，防止损坏,只需更换有问题的电机,可以随意更换电机位置,,,B,3（中）,5（好）,,,,,,,,,,,,
1173,B-D-A-009,B（单选题）,,在更换电机过程中，（）。是不必要的,断开电源,校准电机方向,更换电池,检查电机与飞控的连接,,,C,3（中）,5（好）,,,,,,,,,,,,
1174,B-D-A-009,B（单选题）,,在更换电机的过程中，（）。操作是错误的,使用合适的工具,忽略电机规格,检查所有连接线,确保电机安装牢固,,,B,2（易）,5（好）,,,,,,,,,,,,
1175,B-D-A-009,C（判断题）,,"更换多旋翼无人机电机时，电机与电调的连接线长度不需要精确匹配，只要电调能够提供足够的电力即可
。（）",正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1176,B-D-A-009,C（判断题）,,在更换多旋翼无人机电机时，不需要关掉电源，只要拔掉电机与电调的连接线即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1177,B-D-A-010,B（单选题）,,在对多旋翼无人机分电板进行故障检测时，若怀疑某个电源模块存在异常，（）。检测方法最为有效,仅观察分电板的外观是否有明显损坏,使用万用表测量电源模块的输入输出电压,仅检查与该电源模块相连的线缆是否松动,替换整个分电板以排除故障可能性,,,B,3（中）,5（好）,,,,,,,,,,,,
1178,B-D-A-010,B（单选题）,,对于多旋翼无人机分电板的故障诊断，若某电机无法启动，最有效的初步诊断工具是（）。,示波器,电压表,热成像仪,数字万用表,,,B,3（中）,5（好）,,,,,,,,,,,,
1179,B-D-A-010,B（单选题）,,在进行多旋翼无人机配电板故障检测时，首先应该做（）。,直接通电测试,检查电池电压,断开电池连接,检查电路图,,,A,3（中）,5（好）,,,,,,,,,,,,
1180,B-D-A-010,B（单选题）,,多旋翼无人机在配电板故障检测中遇到的最大挑战是（）。,飞行安全,数据传输稳定性,电池续航能力,天气条件,,,C,3（中）,5（好）,,,,,,,,,,,,
1181,B-D-A-010,C（判断题）,,多旋翼无人机电源管理板故障检测时，应该首先检查电源是否正常工作。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1182,B-D-A-010,C（判断题）,,在多旋翼无人机电源分配板故障检测中，不需要检查飞控程序是否存在错误。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1183,B-D-A-011,B（单选题）,,在更换多旋翼无人机接收机时，首先需要断开电源的是（）。部分,电池,遥控器,无人机机身,接收机,,,A,3（中）,5（好）,,,,,,,,,,,,
1184,B-D-A-011,B（单选题）,,新接收机应该与无人机的（）。通信方式匹配,GNSS,蓝牙,Wi-Fi,无线电频率,,,C,3（中）,5（好）,,,,,,,,,,,,
1185,B-D-A-011,B（单选题）,,更换接收机时需要注意（）。事项,无需特殊注意，直接替换即可,需要确保接收机与飞控系统的兼容性,更换后无需进行任何校准或设置,更换接收机后无需考虑飞行安全,,,B,3（中）,5（好）,,,,,,,,,,,,
1186,B-D-A-011,B（单选题）,,在更换接收机后，（）。进行校准,无需校准，接收机会自动识别,使用遥控器进行常规校准,通过飞控软件进行校准,无需校准，接收机自带校准功能,,,C,3（中）,5（好）,,,,,,,,,,,,
1187,B-D-A-011,C（判断题）,,新接收机可以立即使用而无需任何配置或校准。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1188,B-D-A-011,C（判断题）,,在更换多旋翼无人机接收机时，需要确保接收机与飞控的连接正确，并且接收机的电源电压应根据接收机的品牌型号等来确定。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1189,B-D-A-012,B（单选题）,,旋翼无人机配电板在（）。的情况下需要更换,电池老化,分电板过热,使用次数过多,手柄损坏,,,B,3（中）,5（好）,,,,,,,,,,,,
1190,B-D-A-012,B（单选题）,,更换多旋翼无人机配电板时，需要使用的工具是（）。,螺丝刀,锤子,剪刀,油漆刷,,,A,3（中）,5（好）,,,,,,,,,,,,
1191,B-D-A-012,B（单选题）,,如果在更换多旋翼无人机配电板的过程中遇到困难，应该（）。,尝试自己解决问题,联系制造商的技术支持,放弃更换，等待专业人士处理,随意尝试不同的解决方案,,,B,3（中）,5（好）,,,,,,,,,,,,
1192,B-D-A-012,B（单选题）,,在更换多旋翼无人机配电板时，应该首先（）。,断开电源,直接更换配电板,检查配电板是否损坏,不需要特别注意什么,,,A,3（中）,5（好）,,,,,,,,,,,,
1193,B-D-A-012,C（判断题）,,在更换多旋翼无人机分电板时，应先断开电源，以确保安全。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1194,B-D-A-012,C（判断题）,,在安装新的分电板时，应确保所有连接线都已正确连接，并且没有松动的接点。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1195,B-D-A-013,B（单选题）,,在进行飞行控制器故障检测时，下列（）检查可以间接判断是否由于紧固性问题引起。,测量飞行控制器电压,测试飞行器的起飞和悬停稳定性,检查飞行控制器的固件版本,确认飞行控制器接收到正确的信号,,,B,,,,,,,,,,,,,,
1196,B-D-A-013,B（单选题）,,在进行飞行控制器安装时，以下检查项目最能影响整机的紧固性（）。,电池连接是否紧固,飞行控制器螺丝是否按规定力矩拧紧,电机与机臂连接的稳定性,无线电模块的固定程度,,,B,,,,,,,,,,,,,,
1197,B-D-A-013,B（单选题）,,飞行控制器故障排查时，下列紧固性检查步骤能够直接影响到控制信号的稳定性（）。,检查飞行控制器的外壳是否完好,检查飞行控制器和机身的紧固连接,校准传感器的零点,检查飞行控制器固件是否最新,,,B,,,,,,,,,,,,,,
1198,B-D-A-013,B（单选题）,,如果飞行控制器出现响应延迟，以下检查可以间接发现可能的紧固性问题的是（）。,测量控制器的输入输出信号,确认电池电量和电压,检查飞行控制器与机体连接处是否松动,测试GPS模块是否正常工作,,,C,,,,,,,,,,,,,,
1199,B-D-A-013,C（判断题）,,在检测飞行控制器故障时，检查紧固件松动是首要步骤之一，因为松动的紧固件可能导致控制器信号不稳定（ ）,正确,错误,,,,,A,,,,,,,,,,,,,,
1200,B-D-A-013,C（判断题）,,在进行飞行控制器故障诊断时，电池电量不足不会影响飞行控制器的工作稳定性（ ）,正确,错误,,,,,B,,,,,,,,,,,,,,
1201,B-D-A-014,B（单选题）,,在进行飞行控制器故障分析时，以下步骤有助于检查紧固性是否影响控制器的正常工作（）。,测试飞行器的航向稳定性,检查所有连接线是否松动,重新校准飞行控制器,确认电池电量是否充足,,,B,,,,,,,,,,,,,,
1202,B-D-A-014,B（单选题）,,在进行无人机的紧固性检查时，以下部件最可能导致飞行控制器的故障（）。,电池舱,电机与螺旋桨的连接,飞行控制器的固定螺丝松动,无线电信号模块,,,C,,,,,,,,,,,,,,
1203,B-D-A-014,B（单选题）,,检查飞行控制器时，如果发现电气连接松动，下一步应该首先进行哪个检查（）。,重新拧紧飞行控制器的螺丝,检查飞行控制器接口是否有腐蚀,测量电池电压,校准飞行控制器,,,B,,,,,,,,,,,,,,
1204,B-D-A-014,B（单选题）,,飞行控制器故障诊断时，如果怀疑紧固性问题，检查（）部分最为关键。,控制器和机体的安装接触面,电池连接部分,机臂与机身的连接点,电机和电池的连接,,,A,,,,,,,,,,,,,,
1205,B-D-A-014,C（判断题）,,在进行飞行控制器故障诊断时，飞行控制器的螺丝松动可能导致信号不稳定（ ）,正确,错误,,,,,A,,,,,,,,,,,,,,
1206,B-D-A-014,C（判断题）,,紧固性检查主要是检查部件的外观，电气连接不需要特别关注（ ）,正确,错误,,,,,B,,,,,,,,,,,,,,
1207,B-D-A-015,B（单选题）,,在无人机飞行控制器更换过程中，下列最为关键步骤（）。,确保电池断电后进行拆卸,使用抗静电工具拆卸控制器,直接连接新控制器进行测试,清洁控制器接头,,,B,3（中）,5（好）,,,,,,,,,,,,
1208,B-D-A-015,B（单选题）,,在进行整机紧固性检查时，以下（）工具对检查飞行控制器的安装最为重要。,扭矩扳手,振动测试仪,电气测试仪,目视检查,,,A,3（中）,5（好）,,,,,,,,,,,,
1209,B-D-A-015,B（单选题）,,当检查无人机的机体连接时，以下不是有效的检查方法（）。,使用标准力矩值对螺栓进行紧固,通过手动拧紧螺栓，感受是否到达阻力,. 目视检查紧固部件的外观,利用拉力计对连接件进行拉力测试,,,B,3（中）,5（好）,,,,,,,,,,,,
1210,B-D-A-015,B（单选题）,,对于无人机飞行控制器更换后，需要检查哪些系统的紧固性以确保正常工作（）。,电池仓和机臂的连接,飞行控制器的接口和接线,飞行器的外壳结构,机体表面涂层,,,B,3（中）,5（好）,,,,,,,,,,,,
1211,B-D-A-015,C（判断题）,,更换无人机飞行控制器时，必须先拆卸所有电气连接后再进行设备更换（ ）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1212,B-D-A-015,C（判断题）,,在进行紧固性检查时，目视检查所有连接部位的外观即可，不需要工具辅助（ ）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1213,B-D-A-016,B（单选题）,,多旋翼无人机飞控计算机需要尽量安装在无人机的（）。位置,重心,气动重心,压力中心,随意安装,,,A,3（中）,5（好）,,,,,,,,,,,,
1214,B-D-A-016,B（单选题）,,在安装GNSS模块时，需要注意的是（）。,确保GNSS天线朝向天空，无遮挡,将GNSS模块直接安装在电机上以增加稳定性,为了整机配平将GNSS模块安装在中心位置,GNSS模块位置对飞行性能无影响,,,A,3（中）,5（好）,,,,,,,,,,,,
1215,B-D-A-016,B（单选题）,,在装配多旋翼无人机导航飞控系统时，错误的步骤是（）。,先装配GNSS模块再装配飞控系统,先装配飞控系统再装配GNSS模块,确保GNSS模块与飞控系统的连接正确,飞控系统需要螺丝拧紧时使用扭矩扳手,,,A,3（中）,5（好）,,,,,,,,,,,,
1216,B-D-A-016,B（单选题）,,多旋翼无人机导航飞控系统装配时，不是必需的部件是（）。,飞控系统,GNSS模块,电池,摄像头,,,D,3（中）,5（好）,,,,,,,,,,,,
1217,B-D-A-016,B（单选题）,,多旋翼无人机中心板装配时，不必需的工具是（）。,内六角螺丝刀,外六角套筒,扭矩扳手,热风枪,,,D,3（中）,5（好）,,,,,,,,,,,,
1218,B-D-A-016,B（单选题）,,在无人机中心板上安装飞控，通常安装的位置是（）。,边缘以便散热,正面中央区域,背面靠近电池仓,任意位置，无特殊要求,,,B,3（中）,5（好）,,,,,,,,,,,,
1219,B-D-A-016,B（单选题）,,在装配多旋翼无人机中心板前，首先要确认的是（）。,中心板与连接件的型号,电机与中心板型号,飞控型号,电机与连接件型号,,,A,3（中）,5（好）,,,,,,,,,,,,
1220,B-D-A-016,B（单选题）,,组装完成后，检查中心板与机架之间连接牢固度的有效方法是（）。,轻轻摇晃无人机观察是否有松动,直接飞行测试,使用专业的振动测试仪,依赖视觉检查连接螺丝是否拧紧,,,A,3（中）,5（好）,,,,,,,,,,,,
1221,B-D-A-016,C（判断题）,,对多旋翼无人机导航飞控系统的校准与测试，可以在装配前进行也可以在装配后进行。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1222,B-D-A-016,C（判断题）,,多旋翼无人机中心板在装配时需要考虑到和其他零配件的机械连接。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1223,B-D-A-016,C（判断题）,,紧固多旋翼无人机中心板上的螺丝时，为了不松脱需要用尽全力拧紧。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
1224,B-D-A-017,B（单选题）,,在装配多旋翼无人机电机座时，不必要的步骤是（）。,确保电机座与机臂孔位对齐,使用扭矩扳手拧紧电机座螺丝,检查电机座的完整性,给电机座涂上一层防水漆,,,D,3（中）,5（好）,,,,,,,,,,,,
1225,B-D-A-017,B（单选题）,,电机座与机架之间的固定方式通常是（）。,使用螺丝紧固,粘合剂粘贴,弹性绳索连接,焊接固定,,,A,3（中）,5（好）,,,,,,,,,,,,
1226,B-D-A-017,B（单选题）,,装配时，如何确保电机座的水平方向与装配要求一致（）。,使用水平仪测量,随意安装后通过飞行测试调整,询问制造商客服,依靠视觉判断,,,A,3（中）,5（好）,,,,,,,,,,,,
1227,B-D-A-017,B（单选题）,,电机座安装完成后，稳固性检查无效的是（）。,检查螺丝是否拧紧,地面检查后飞行测试观察电机振动情况,使用工具测量电机座与机架之间的间隙,用手晃动电机座检查,,,D,3（中）,5（好）,,,,,,,,,,,,
1228,B-D-A-017,C（判断题）,,多旋翼无人机电机座装配时，有些不同型号的电机可以使用同一型号的电机座。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1229,B-D-A-017,C（判断题）,,多旋翼无人机电机座装配时，需要考虑电机线束的走向和固定。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
1230,B-D-A-018,B（单选题）,,在进行无人机整机紧固性检查时，最有效的检查工具是（）。,手动扳手,扭矩扳手,振动传感器,测距仪,,,B,3（中）,5（好）,,,,,,,,,,,,
1231,B-D-A-018,B（单选题）,,检查无人机电池舱的紧固性时，最能确保电池安装的安全方法是（）。,使用力矩扳手确保电池盖紧固,目视检查电池舱外部是否完好,通过飞行测试观察电池舱的稳定性,使用压力传感器检测电池舱是否松动,,,A,3（中）,5（好）,,,,,,,,,,,,
1232,B-D-A-018,B（单选题）,,在进行无人机紧固性检查时，检查通常最容易被忽视的部位（）。,螺旋桨与电机连接处,飞控系统的紧固状态,电池仓的连接件,无线电模块的安装状态,,,C,3（中）,5（好）,,,,,,,,,,,,
