,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,B-B-A-029,B（单选题）,,下列测试数传设备的热稳定性的不正确做法是（）。,在高温环境中运行一段时间,监测设备表面温度变化,检查散热装置的工作状态,封闭通风口来增加温度,,,D,3（中）,3（中）
,B-B-A-029,B（单选题）,,对于无人机数传设备来说，测试其最大有效负载时，应该关注（）。,数据包大小,图像分辨率,C: 传输延迟,频率响应,,,A,3（中）,5（好）
,B-B-A-029,B（单选题）,,在测试数传设备的可靠性和稳定性时，最常用的测试方法是（）。,快速开关机循环,变换不同的飞行模式,长时间连续传输数据,更换不同的电池,,,C,3（中）,5（好）
,B-B-A-029,C（判断题）,,测试数传设备的最大传输距离时，频率设置可以影响测试结果。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-029,C（判断题）,,测试数传设备的温度适应性时，主要考虑的是设备的颜色是否会发生变化。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-030,B（单选题）,,为了评估数传设备的数据传输速率，应该使用（）。,图像清晰度测试,信号强度测量工具,数据吞吐量测试工具,电磁兼容性测试设备,,,C,3（中）,5（好）
,B-B-A-030,B（单选题）,,在测试数传设备的抗振动性能时，正确做法是（）。,在不同海拔高度飞行,进行震动台测试,改变天线角度,更换不同的飞行模式,,,B,3（中）,3（中）
,B-B-A-030,B（单选题）,,在评估数传设备的安全性时，最关键的做法是（）。,图像清晰度,传输速度,电池寿命,数据加密技术,,,D,3（中）,5（好）
,B-B-A-030,B（单选题）,,对于无人机数传设备来说，测试其最大有效负载时，主要关注的是（）。,数据传输的最大距离,单位时间内可以传输的最大数据量,传输延迟,信号在复杂环境中的抗干扰能力,,,B,3（中）,5（好）
,B-B-A-030,C（判断题）,,测试结果应该全面反映数传设备在实际飞行环境中的性能表现。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-030,C（判断题）,,无人机数传设备测试应该在室内环境中进行。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-031,B（单选题）,,"在进行无人机数传设备测试时,地面端天线（）放置以优化信号接收。",竖直向上,水平, 倾斜,在地面,,,A,3（中）,5（好）
,B-B-A-031,B（单选题）,,在测试数传设备时，必须避免（）情况以防止模块烧毁。,天线未安装上电,设备在低温环境中运行,使用非原装充电器,连接过多外部设备,,,A,3（中）,3（中）
,B-B-A-031,B（单选题）,,（）不是评估无人机数传设备在不同环境下抗干扰能力的有效方法。,进行EMC测试,模拟不同电磁干扰场景进行测试,改变无人机的飞行速度,根据实际应用场景设计测试方案,,,C,3（中）,5（好）
,B-B-A-031,B（单选题）,,无人机数传设备在进行长期可靠性测试时，（）不是需要重点关注的指标。,设备故障率,数据传输的稳定性,平均无故障时间（MTBF）,设备外观的磨损情况,,,D,3（中）,5（好）
,B-B-A-031,C（判断题）,,无人机数传设备的跳频扩频技术可以有效避免干扰。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-031,C（判断题）,,无人机数传设备的抗干扰能力测试无需考虑电磁干扰。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-032,B（单选题）,,无人机电子调速器在进行电气测试前，首先需要进行的操作是（）。,直接连接电源,检查电池电压是否正常,打开调速器电源开关,连接所有电机,,,B,3（中）,5（好）
,B-B-A-032,B（单选题）,,在电气测试流程中，发现调速器信号输入异常，应该首先检查（）。,电机,遥控器,调速器本身,电源线路,,,B,3（中）,3（中）
,B-B-A-032,B（单选题）,,在进行无人机电子调速器的电气测试时，通常需要使用（）来模拟遥控器信号。,万用表,示波器,信号发生器,电压表,,,C,3（中）,5（好）
,B-B-A-032,B（单选题）,,在无人机电子调速器电气测试流程结束时，最后进行的操作是（）。,关闭电源,断开所有连接,记录测试数据,重新组装无人机,,,A,3（中）,5（好）
,B-B-A-032,C（判断题）,,测试流程中，首先需要对电子调速器进行外观检查，确认无明显损坏。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-032,C（判断题）,,测试流程中，测试结束后首先需要拔掉电调与电机的连接线。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-033,B（单选题）,,无人机电子调速器的电气测试中，（）可以测量调速器的电流输出。,使用万用表的电压测量功能,使用电流钳,通过测量电压和电阻来计算电流,仅通过观察调速器的指示灯,,,B,2（易）,5（好）
,B-B-A-033,B（单选题）,,在无人机电子调速器电气测试过程中，（）可以确保无人机电子调速器的电源输入是安全的。,使用超过额定输入电压的电源,使用适当的电源适配器,使用电阻代替电机进行测试,使用短路测试来检查调速器的反应,,,B,3（中）,5（好）
,B-B-A-033,B（单选题）,,测试无人机电子调速器的热稳定性，可以使用（）测试方法。,快速开关电源测试,长时间连续运行测试,高频率信号输入测试,低电压输入测试,,,B,3（中）,5（好）
,B-B-A-033,B（单选题）,,在进行无人机电子调速器的电气测试时，（）可以评估调速器的信号响应速度。,使用万用表测量电压,使用示波器观察信号波形,使用电流钳测量电流,手动调整遥控器并观察电机反应,,,B,3（中）,5（好）
,B-B-A-033,C（判断题）,,电调电气测试中，可以通过测量电子调速器在不同油门位置下的输出电流来评估其性能。（）,正确,错误,,,,,A,3（中）,5（好）
,B-B-A-033,C（判断题）,,电调电气测试中，不推荐使用模拟示波器来观察电子调速器的PWM信号波形。（）,正确,错误,,,,,B,3（中）,5（好）
,B-B-A-034,B（单选题）,,在测试无人机电子调速器时，如果遇到异常高温现象，最可能的原因是（）。,调速器设置的电流限制过低,使用了不适合的冷却方法,电机负载超过了调速器的最大额定值,测试环境温度过低,,,C,2（易）,5（好）
,B-B-A-034,B（单选题）,,不是影响无人机电调性能稳定性的因素是（）。,电池健康状况,电机效率,环境温度,无人机的重量,,,D,2（易）,5（好）
,B-B-A-034,B（单选题）,,不是无人机电调选型时需要考虑的效率与损耗指标的是（）。,电调的效率,电调的损耗,电池的容量,能源利用效率,,,C,3（中）,5（好）
,B-B-A-034,B（单选题）,,在进行无人机电调测试时，（）操作可能导致电机反向运转。,随意调换电调与电机的连接线,检查电池电量,清洁无人机,调整GPS设置,,,A,3（中）,5（好）
,B-B-A-034,C（判断题）,,无刷电调相比有刷电调效率更低。（）,正确,错误,,,,,B,3（中）,5（好）
,B-B-A-034,C（判断题）,,电调测试可以替代实际的飞行测试来验证无人机的飞行安全性。（）,正确,错误,,,,,B,3（中）,5（好）
,B-B-A-035,B（单选题）,,在进行无人机GNSS性能测试时，首先应该做（）。,将无人机飞到最大高度以获得最佳信号接收,确保无人机GNSS模块已更新至最新固件版本,直接执行飞行任务以验证实际定位精度,在室内环境中进行初步的位置锁定时间测试,,,B,3（中）,5（好）
,B-B-A-035,B（单选题）,,（）测试方法用于测量GNSS接收机的定位精度。,比较模拟数据与真实位置,测量信号强度,观察信号传播时间,测量接收机重量,,,A,3（中）,5（好）
,B-B-A-035,B（单选题）,,GNSS接收机的DOP值是指（）。,定位精度,定位误差,几何误差因子,信号强度,,,A,3（中）,5（好）
,B-B-A-035,B（单选题）,,GNSS系统通过（）方式提供定位服务。,光纤通信,卫星电视,微波传输,无线电信号,,,D,3（中）,5（好）
,B-B-A-035,C（判断题）,,在进行GNSS测试时，无人机必须处于飞行状态。（ ）,正确,错误,,,,,B,3（中）,5（好）
,B-B-A-035,C（判断题）,,GNSS接收机的捕获灵敏度是指其能够锁定的最低信号功率电平。（ ）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-036,B（单选题）,,（）不是测试无人机遥控器信号稳定性时得有效测试方法。,距离测试,干扰测试,信号强度测试,遥控器电池寿命测试,,,D,3（中）,5（好）
,B-B-A-036,B（单选题）,,无人机遥控器信号稳定性测试中，不是测试必要条件的是（）。,遥控器与无人机之间的直线距离,遥控器的电池电量,周围环境中可能存在的电磁干扰,遥控器的操作手感,,,D,3（中）,5（好）
,B-B-A-036,B（单选题）,,在进行无人机遥控器信号稳定性测试时，（）不是测试中应记录的数据。,信号延迟,信号丢失率,信号传输协议名称,信号覆盖范围,,,C,3（中）,5（好）
,B-B-A-036,B（单选题）,,无人机遥控器信号稳定性测试中，（）不是评估信号稳定性的指标。,信号的频率稳定性,信号的抗干扰能力,信号的颜色编码,信号的传输距离,,,C,3（中）,5（好）
,B-B-A-036,C（判断题）,,测试遥控器信号稳定性时，应在无干扰的环境中进行，以确保测试结果的准确性。（）,正确,错误, ,,,,B,3（中）,5（好）
,B-B-A-036,C（判断题）,,遥控器信号稳定性的测试方法中，可以采用模拟干扰的方式来测试遥控器在干扰环境下的表现。（）,正确,错误,,,,,A,3（中）,5（好）
,B-B-A-037,B（单选题）,,在对码过程中，无人机遥控器通常通过（）方式与无人机通信。,蓝牙,Wi-Fi,专用2.4GHz或5.8GHz频段,红外线,,,C,3（中）,5（好）
,B-B-A-037,B（单选题）,,对于大多数消费级无人机，遥控器对码（即绑定或配对）通常通过以下（）方式进行。,使用专用软件在电脑上进行复杂设置,通过无人机和遥控器上的物理按钮组合操作完成,在无人机飞行过程中自动完成对码,通过互联网连接远程服务器进行在线认证,,,B,3（中）,5（好）
,B-B-A-037,B（单选题）,,如果无人机遥控器与无人机无法成功对码，以下（）有助于解决问题。,更换无人机的电池,重启遥控器和无人机,调整无人机的飞行高度,升级无人机的摄像头,,,B,3（中）,5（好）
,B-B-A-037,B（单选题）,,在对码过程中，如果遥控器显示“信号弱”，下列正确做法是（）。,调整无人机的飞行姿态,更换遥控器电池,确保无人机和遥控器之间没有障碍物，并尽量靠近,升级无人机的操作系统,,,C,3（中）,5（好）
,B-B-A-037,C（判断题）,,无人机遥控器与无人机之间的对码是通过蓝牙技术实现的。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-037,C（判断题）,,对码过程中，遥控器和无人机必须处于相同的电源状态（如都开启或都关闭）。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-038,B（单选题）,,在检查无人机接收机天线时，不是必要的检查内容的是（）。,天线是否有物理损伤,天线是否正确安装,天线是否需要清洁,天线的生产日期,,,D,3（中）,5（好）
,B-B-A-038,B（单选题）,,如果发现无人机接收机天线有损坏，（）是正确的处理方法。,用胶带临时固定,继续使用，不予处理,立即更换天线,使用重型胶水修复,,,C,3（中）,5（好）
,B-B-A-038,B（单选题）,,在进行无人机接收机天线检查时，发现天线松动，正确的操作是（）。,忽略它，继续飞行,使用胶带临时固定,拧紧固定螺丝，确保天线牢固,用绳子将天线绑在无人机上,,,C,3（中）,5（好）
,B-B-A-038,B（单选题）,,若怀疑无人机接收机天线内部有进水情况，应该（）。,先将天线放置在干燥环境中自然干燥，再检查性能,拆开天线，用吹风机热风档吹干,立即通电烘干,往天线里注入干燥剂,,,A,3（中）,5（好）
,B-B-A-038,C（判断题）,,接收机天线的检查方法中，首先需要检查天线的物理外观，确认无损坏。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-038,C（判断题）,,在检查接收机天线时，可以不考虑天线的安装角度，因为它不会影响信号接收。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-B-001,B（单选题）,,在无人机螺旋桨的机械测试报告单中，（）参数是必须记录的。,螺旋桨的颜色,螺旋桨的重量,螺旋桨的材料,螺旋桨的直径,,,D,3（中）,5（好）
,B-B-B-001,B（单选题）,,下列（）不是在无人机螺旋桨的机械测试中可能使用的。,力传感器,温度计,压力计,高速摄影机,,,C,3（中）,5（好）
,B-B-B-001,B（单选题）,,在填写无人机螺旋桨的机械测试报告单时，（）是用来衡量螺旋桨在单位时间内完成工作的能力的。,螺旋桨的最大直径,螺旋桨的转速, 螺旋桨产生的推力,螺旋桨的功率输出,,,D,2（易）,5（好）
,B-B-B-001,B（单选题）,,在进行无人机螺旋桨的机械测试时，如果发现螺旋桨有异常噪音，应（）。,忽略不计,记录噪音大小和频率,仅描述噪音类型,只记录测试日期和时间,,,B,2（易）,5（好）
,B-B-B-001,C（判断题）,,螺旋桨的机械测试报告单中不需要记录螺旋桨的材质类型。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-B-001,C（判断题）,,测试报告单应包括螺旋桨在不同速度下的表现。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-B-002,B（单选题）,,下列（）可以用来测量无人机电调的电压。,万用表,示波器,频谱分析仪,功率计,,,A,2（易）,5（好）
,B-B-B-002,B（单选题）,,在填写无人机电调的电气测试报告单时，在下列（）不是必须记录的信息。,电调的最大电流输出,电调与电机匹配的KV值范围, 测试环境温度和湿度,飞行器的最大飞行高度,,,D,2（易）,5（好）
,B-B-B-002,B（单选题）,,无人机电调的电气测试中，用于评估电调在极端条件下的工作性能的测试是（）。,稳态测试,动态响应测试,温度测试,电磁兼容性测试,,,C,2（易）,5（好）
,B-B-B-002,B（单选题）,,在进行电调电气测试并填写报告单时，如果遇到异常高温现象，最合理的应对措施是（）。,忽略高温继续测试以获取完整数据,立即停止测试，并检查可能的原因,增加冷却风扇的数量来降低温度,减少电调设置的电流限制以避免过热,,,B,3（中）,5（好）
,B-B-B-002,C（判断题）,,在进行无人机电调电气测试时，可以直接使用交流电流。（）,正确,错误,,,,,B,3（中）,5（好）
,B-B-B-002,C（判断题）,,测试报告单应详细记录测试条件和测试设备的设置。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-001,B（单选题）,,日常维保作业场地应该保持清洁，（）不应该出现在工作区域内。,工具箱,垃圾桶,工作服,食品包装袋,,,D,3（中）,5（好）
,B-C-A-001,B（单选题）,,在日常维保作业场地布置中，工具和设备的存放应遵循（）原则。,随意放置，方便取用,分类存放，标识清晰,集中堆放，节省空间,地面放置，避免高处坠落,,,B,2（易）,5（好）
,B-C-A-001,B（单选题）,,为了提高日常维保作业场地的作业效率，应（）规划作业区域。,按作业流程划分区域,按设备类型划分区域,按作业人员分组划分区域,任意划分区域，灵活应变,,,A,3（中）,5（好）
,B-C-A-001,B（单选题）,,日常维保作业场地布置时，应首先考虑的是（）。,作业效率,安全原则,设备存放,照明条件,,,B,2（易）,5（好）
,B-C-A-001,C（判断题）,,在日常维保作业场地中，必须保证所有工作人员都佩戴安全帽。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-001,C（判断题）,,在布置日常维保作业场地时，应考虑到维修工具和设备的存放位置，以减少维修人员的移动距离和时间。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-002,B（单选题）,,（）不属于日常维保作业场地的安全要求。,场地整洁，无杂物堆积,使用合适的防护设备，如安全帽、防护眼镜等,避免在高温或低温环境下进行作业,进行高强度作业时不需要休息,,,A,4（较难）,3（中）
,B-C-A-002,B（单选题）,,无人机日常维保作业中，为防止工具或零件掉落伤人，应采取（）。,在作业区域内大声交谈，提醒他人,在工作台周围堆放杂物,使用工具袋或工具箱，并确保工具在使用后及时归位,穿着宽松衣物以方便携带工具,,,C,2（易）,3（中）
,B-C-A-002,B（单选题）,,无人机日常维保作业场地的照明应满足（），以确保作业安全。,仅在夜间提供最低限度的照明,使用单一光源，避免阴影,使用足够亮度的照明，确保作业区域无暗角,使用彩色灯光增加作业趣味性,,,C,2（易）,5（好）
,B-C-A-002,B（单选题）,,无人机日常维保作业中，为防止电池意外放电，应（）存放电池。,将电池存放在阳光直射的地方,将电池随意放在工作台上,将电池存放在干燥、阴凉且通风良好的环境中,将电池放在密闭容器内,,,C,2（易）,5（好）
,B-C-A-002,C（判断题）,,在日常维保作业场地上，必须设置足够的照明设备。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-002,C（判断题）,,维保场地周围应有明显的安全警示标志。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-003,B（单选题）,,电池保养的方法是（）。,经常充放电至电池电量耗尽,避免长时间放置未使用,使用不合格的充电器进行充电,在高温环境下存放电池,,,B,2（易）,5（好）
,B-C-A-003,B（单选题）,,锂离子电池在充电过程中，最容易发生热失控的阶段是（）。,充电初期,充电中期,充电后期,放电过程,,,A,4（较难）,5（好）
,B-C-A-003,B（单选题）,,无人机电池在日常使用中，（）行为可能会缩短电池寿命。,经常在极端温度下飞行,避免深度放电和过度充电,在飞行结束后立即将电池从无人机上取下,在飞行中频繁改变电池的输出功率,,,A,3（中）,5（好）
,B-C-A-003,B（单选题）,,无人机电池长时间未使用时，应该（）储存以维持电池性能。,储存于高温环境下,储存于低温环境下,充满电后储存,放电至50%电量后储存,,,D,2（易）,5（好）
,B-C-A-003,C（判断题）,,电池应定期充放电以保持其最佳状态。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-003,C（判断题）,,电池应暴露在极端温度环境中存储。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-004,B（单选题）,,活塞发动机在日常维保中，检查火花塞的主要目的是（ ）,查看火花塞的外观是否美观,验证火花塞的颜色是否与发动机机身颜色匹配,检查火花塞的重量是否达标,确定火花塞的电极间隙是否符合规定,,,D,3（中）,5（好）
,B-C-A-004,B（单选题）,,对无人机活塞发动机进行日常维保，清洁空气滤清器时，正确的方法是（ ）。,用压缩空气从里向外吹净,使用刷子大力刷洗,用高压水枪直接冲洗,浸泡在汽油中清洗,,,A,3（中）,5（好）
,B-C-A-004,B（单选题）,,在无人机活塞发动机的日常维保中，检查机油油位时，应在发动机（ ）状态下进行。,冷机,停机后等待一段时间,运行过程中,启动后立即检查,,,B,2（易）,5（好）
,B-C-A-004,B（单选题）,,活塞发动机日常维保中，紧固发动机各部位螺栓的扭矩应（ ）。,按照发动机制造商规定的扭矩值进行紧固,凭经验随意紧固,尽量拧得越紧越好,比规定扭矩值稍大一些进行紧固,,,A,2（易）,5（好）
,B-C-A-004,C（判断题）,,无人机活塞发动机的空气滤清器在日常维保中可以随意拆卸和安装，不会对发动机性能产生影响。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-004,C（判断题）,,对无人机活塞发动机进行日常维保时，拧紧发动机各部位的螺栓螺母时，越紧越好，这样可以确保发动机部件的牢固连接。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-005,B（单选题）,,在对无人机燃气涡轮发动机进行日常维保时，检查发动机进气道的主要目的是（ ）,查看进气道是否有划痕影响美观,确保进气道无异物堵塞，保证进气顺畅,测量进气道的直径是否符合标准,检查进气道的颜色是否正常,,,B,3（中）,5（好）
,B-C-A-005,B（单选题）,,燃气涡轮发动机日常维保中，检查燃油喷嘴的重点是（ ）。,燃油喷嘴的外观是否有磨损,燃油喷嘴的安装位置是否正确,燃油喷嘴的喷雾形状和雾化质量,?燃油喷嘴的重量是否均匀,,,C,2（易）,5（好）
,B-C-A-005,B（单选题）,,无人机燃气涡轮发动机的滑油系统在日常维保中，需要检查滑油的（ ）。,颜色、重量和温度,颜色、气味和液位,粘度、密度和酸碱度,闪点、燃点和凝点,,,B,3（中）,5（好）
,B-C-A-005,B（单选题）,,对无人机燃气涡轮发动机进行日常维保时，关于发动机叶片的检查，说法正确的是（ ）。,只需查看叶片表面是否有明显损伤,要检查叶片的表面损伤、变形以及是否有腐蚀迹象,重点检查叶片根部是否松动，无需关注叶片表面,叶片检查可每隔几个月进行一次，无需每次维保都检查,,,B,2（易）,5（好）
,B-C-A-005,C（判断题）,,在无人机燃气涡轮发动机日常维保中，定期检查发动机的外部管路连接是否松动是必要的维护措施之一。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-005,C（判断题）,,在检查燃气涡轮发动机的滑油液位时，只要滑油液位在最低刻度线以上，就无需添加滑油。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-006,B（单选题）,,清洁无人机云台镜头时，应使用（）工具。,干的纸巾,酒精棉球,专用的镜头清洁布和镜头清洁剂,湿布,,,C,3（中）,5（好）
,B-C-A-006,B（单选题）,,（）环境不适合对无人机云台进行维保作业。,干净、干燥、通风的室内,户外无风且干燥的平地,潮湿、灰尘多的仓库,温度适宜的工作室,,,B,3（中）,4（较好）
,B-C-A-006,B（单选题）,,无人机云台的减震球如果出现老化、变形，会导致（）。,云台的拍摄画质变差,云台的控制信号中断,云台的电池耗电量增加,云台在飞行中产生剧烈震动,,,D,2（易）,5（好）
,B-C-A-006,B（单选题）,,当无人机云台出现漂移现象时，做法正确的是（）。,检查云台的安装是否牢固,调整云台的 PID 参数,继续飞行，等漂移严重再处理,立即更换云台,,,A,3（中）,5（好）
,B-C-A-006,C（判断题）,,定期清理云台的散热孔可以有效防止云台过热。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-006,C（判断题）,,当云台拍摄的图像模糊时，一定是镜头脏了。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-007,B（单选题）,,检查无人机脚架是否有裂缝，最佳的检查方式是（）。,用手触摸大致感受,仅通过肉眼远距离观察,在强光下仔细查看并配合用手触摸,摇晃脚架听声音判断,,,C,3（中）,5（好）
,B-C-A-007,B（单选题）,,存放无人机时，脚架的最佳放置状态是（）。,随意放置，只要不压到就行,将脚架拆卸下来单独存放,保持折叠状态并固定好,展开脚架并确保其稳定支撑,,,D,2（易）,5（好）
,B-C-A-007,B（单选题）,,清洁无人机脚架底部的橡胶垫时，应使用（）。,湿布擦拭,酒精,开水浸泡清洗,刷子用力刷洗,,,A,3（中）,5（好）
,B-C-A-007,B（单选题）,,对于可伸缩式无人机脚架，在收纳时应该()。,随意伸缩，无需完全缩回,确保完全缩回并锁定,半缩回状态收纳,伸出一定长度收纳，方便下次使用,,,B ,2（易）,5（好）
,B-C-A-007,C（判断题）,,清洁塑料材质的无人机脚架时，使用强碱性清洁剂不会对其造成损害。(),正确,错误,,,,,B ,3（中）,5（好）
,B-C-A-007,C（判断题）,,当无人机脚架表面出现轻微划痕，涂抹指甲油可以真正修复脚架。(),正确,错误,,,,,B,2（易）,5（好）
,B-C-A-008,B（单选题）,,航拍系统光学相机的镜头应定期进行清洗，（）是最安全、最有效的。,用湿布擦拭,用压缩空气吹扫,用专门的清洁液和清洁工具,接用手触摸镜头,,,C,4（较难）,5（好）
,B-C-A-008,B（单选题）,,在维护航拍系统光学相机时，应该注意避免的环境因素是（）。,温、高湿度,烈光照、强磁场,温、低湿度,燥、无尘,,,B,3（中）,5（好）
,B-C-A-008,B（单选题）,,无人机航拍系统光学相机的存储环境应满足（）。,保持在干燥、无尘的环境中,可以存放在高温环境下,可以存放在直射日光下,可以存放在密封的塑料袋中,,,A,2（易）,5（好）
,B-C-A-008,B（单选题）,,在对无人机航拍系统的光学相机进行维护时，（）是不正确的。,使用专业镜头纸轻轻擦拭镜头,使用含有酒精的溶液清洁镜头,避免使用尖锐物品刮擦镜头,定期检查相机镜头的防紫外线涂层,,,B,2（易）,5（好）
,B-C-A-008,C（判断题）,,光学相机镜头应定期清洁。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-008,C（判断题）,,相机内部无需定期除尘。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-009,B（单选题）,,检查 FPV 天线连接时，应重点关注（）。,天线颜色,连接是否牢固，有无松动,天线长度,天线材质,,,B,3（中）,5（好）
,B-C-A-009,B（单选题）,,在进行FPV系统日常维护时，以下（）是最重要的清洁工作。,清洁飞行器外壳以保持美观,清洁FPV摄像头镜头以确保图像清晰度,清洁遥控器按键以提高操作手感,清洁电池接触点以保证电力传输,,,B,3（中）,5（好）
,B-C-A-009,B（单选题）,,为了确保FPV图传信号稳定，应该采取下列（）措施。, 使用最大功率发射图传信号, 确保天线方向正确并远离干扰源,在飞行前将FPV设备设置为最低分辨率,增加无人机飞行高度以获得更广的视野,,,B,2（易）,5（好）
,B-C-A-009,B（单选题）,,FPV 系统的摄像头视角出现偏差，正确的调整方式是（）。,通过软件设置调整,用力掰动摄像头,更换摄像头,拍打摄像头,,,A,2（易）,5（好）
,B-C-A-009,C（判断题）,,无人机FPV系统的信号传输模块在飞行过程中如出现干扰，可以立即关闭无人机。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-009,C（判断题）,,无人机FPV系统的电池在存放时应保持满电状态。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-010,B（单选题）,,为防止无人机植保喷洒系统的药液泵堵塞，建议使用（）过滤措施。,在药液箱入口安装粗过滤网,在药液出口处加装细滤网,仅在药液箱内加入清洁剂,不需特别过滤，直接喷洒即可,,,A,2（易）,5（好）
,B-C-A-010,B（单选题）,,无人机植保喷洒系统在维护过程中，对药液残留（）。,留在药液箱中，下次继续使用,排放到环境中，避免污染,按照当地环保规定进行无害化处理,随意倒入下水道,,,C,2（易）,5（好）
,B-C-A-010,B（单选题）,,无人机植保喷洒系统在日常维护中应注意（）。,仅在作业前检查药箱是否漏水,作业后不需要清洗药箱,每次使用完毕后用清水清洗药箱、桨、电机、机架,不需要特别注意保护电机、飞控、电调、插头等配件,,,C,2（易）,5（好）
,B-C-A-010,B（单选题）,,无人机植保喷洒系统在使用后需要进行（）检查。,不需要检查飞机上的桨是否有裂纹或断折现象,不需要检查电池表面有无孔洞或被尖锐物体刺穿,检查水泵、喷头是否堵塞，线路是否氧化,不需要检查飞控上的线有无松动或损坏,,,C,3（中）,5（好）
,B-C-A-010,C（判断题）,,在维护喷雾泵时，需要定期添加润滑油。（）,正确,错误,,,,,A,3（中）,5（好）
,B-C-A-010,C（判断题）,,喷洒系统无需检查泄漏情况。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-011,B（单选题）,,无人机整机日常维保中，（）不属于基本检查内容。,电池电量,传感器状态,航飞软件,机体结构,,,D,3（中）,5（好）
,B-C-A-011,B（单选题）,,（）的步骤不是无人机整机日常维保的重要环节。,清洁机身及螺旋桨,检查电机和电池,更新飞行日志,更换无人机外壳,,,D,2（易）,5（好）
,B-C-A-011,B（单选题）,,无人机整机的GPS定位系统在日常维保中应该（）进行维护。,定期清洁接收器上的灰尘,GPS模块不需要维护,GPS模块可以在强磁场附近放置,GPS模块可以暴露在雨水中,,,A,2（易）,5（好）
,B-C-A-011,B（单选题）,,无人机整机的机身清洁应该使用（）。,使用水直接清洗,使用高压水枪清洗,使用专用清洁剂和软布轻拭,使用刷子和硬毛刷清理,,,C,2（易）,5（好）
,B-C-A-011,C（判断题）,,整机维保只需关注外观，无需检查内部部件。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-011,C（判断题）,,整机维保应不包括所有系统的检查。（）,正确,错误,,,,,B,2（易）,5（好）
,B-C-A-012,B（单选题）,,（）不属于无人机电机日常维保的内容。,清洁电机外部灰尘,检查电机是否过热,更换电池,调整电机转速,,,C,3（中）,4（较好）
,B-C-A-012,B（单选题）,,在进行无人机电机日常维保时，处理磨损的电机线圈的方法是（）。,更换新的电机线圈,使用砂纸打磨,用胶水粘合,不需要处理，不影响使用,,,A,3（中）,5（好）
,B-C-A-012,B（单选题）,,无人机电机在每次飞行前后都需要进行（）检查。,仅检查电机外观,仅检查电机连接线,仅检查电机固定螺丝,检查电机外观、连接线和固定螺丝,,,D,2（易）,5（好）
,B-C-A-012,B（单选题）,,无人机电机的轴承在日常维保（）。,定期添加润滑油,不需要添加润滑油,使用机油代替专用润滑油,仅在轴承损坏时更换,,,A,2（易）,5（好）
,B-C-A-012,C（判断题）,,电机应定期清洁并检查碳刷和轴承。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-012,C（判断题）,,电机维护时可忽略润滑。（）,正确,错误,,,,,A,2（易）,5（好）
,B-C-A-013,B（单选题）,,无人机电子调速器的日常维保中，以下操作不符合维护要求的是（）。,定期检查连接线和端子是否有松动或腐蚀,使用高压水枪清洗ESC以去除灰尘和污垢, 确认固件版本并根据需要更新至最新版本,检查电调散热情况，确保没有过热现象,,,B,3（中）,5（好）
,B-C-A-013,B（单选题）,,无人机电子调速器在日常维保中，应（）检查其工作状态。,每次飞行前, 每周一次，无论是否使用,只有在出现问题时,每10次飞行后,,,A,3（中）,5（好）
